date,price,spread_to_price
2015-08-10,180.263134483,0.000611842647922
2015-08-11,167.815641853,0.000585364243963
2015-08-12,149.08179328,0.000575375821685
2015-08-13,147.598818631,0.000603520147698
2015-08-14,134.35668798,0.000598183895518
2015-08-17,121.838025734,0.000665992422485
2015-08-18,129.061054898,0.000593345129119
2015-08-19,145.898274463,0.000537767741215
2015-08-20,148.690664559,0.00052452266551
2015-08-21,214.425886797,0.000535643207465
2015-08-24,183.550730981,0.000679461220836
2015-08-25,158.522294858,0.000549561348266
2015-08-26,163.57601215,0.000616790639012
2015-08-27,136.335890927,0.000598375445045
2015-08-28,117.292709945,0.000623001119474
2015-08-31,119.748013798,0.000601186360681
2015-09-01,157.813690366,0.000558912327084
2015-09-02,134.366412774,0.000605737109682
2015-09-03,142.320456583,0.000599818719314
2015-09-04,153.442649541,0.000512064819516
2015-09-08,217.899073329,0.000540461302316
2015-09-09,142.520570327,0.000534621608124
2015-09-10,136.929412303,0.000549426129516
2015-09-11,134.1640367,0.000545941336894
2015-09-14,131.919823304,0.000539670258139
2015-09-15,126.103935523,0.000518149397399
2015-09-16,126.224494533,0.182697836675
2015-09-17,132.315773699,0.000556240894199
2015-09-18,162.583581002,0.000502347102913
2015-09-21,227.724728293,0.000591535630561
2015-09-22,149.506759266,0.000948456980815
2015-09-23,134.925508098,0.000690092778577
2015-09-24,117.410950752,0.000579108115256
2015-09-25,135.110691475,0.0157385496248
2015-09-28,131.076828297,0.0154397771601
2015-09-29,125.383185338,0.00105820646885
2015-09-30,140.068680675,0.000606535684506
2015-10-01,130.55913821,0.000629047222058
2015-10-02,136.266132791,0.000571520425929
2015-10-05,135.78110438,0.000567805827114
2015-10-06,119.173827421,0.000611648945473
2015-10-07,139.27096222,0.000613648619075
2015-10-08,134.92822329,0.000574719298681
2015-10-09,115.014081691,0.000574331813549
2015-10-12,124.056367881,0.000615324356024
2015-10-13,141.731683593,0.000561753523819
2015-10-14,125.376523903,0.000586355432803
2015-10-15,145.370034496,0.00055875793787
2015-10-16,132.902657875,0.00054232993614
2015-10-19,131.522483317,0.000603772007197
2015-10-20,124.288723522,0.000589262415554
2015-10-21,136.146565436,0.000666965279525
2015-10-22,185.146789486,0.000617367061349
2015-10-23,155.27821026,0.000572051006234
2015-10-26,137.92356787,0.000595304620548
2015-10-27,131.924299079,0.000595417701001
2015-10-28,134.955560705,0.000605467782999
2015-10-29,129.766993291,0.000621818542823
2015-10-30,141.418325039,0.000538142120876
2015-11-02,126.764241717,0.000546293795912
2015-11-03,134.537800948,0.00266387047271
2015-11-04,129.127247839,0.000585293893526
2015-11-05,152.830711608,0.290057651286
2015-11-06,192.125604245,0.000669530740805
2015-11-09,169.561394651,0.0011931685897
2015-11-10,117.747172808,0.000616293344382
2015-11-11,113.775615465,0.000574653335944
2015-11-12,129.187853591,0.000555777698361
2015-11-13,124.983193202,0.000544392179394
2015-11-16,172.645533232,0.00199877976382
2015-11-17,165.013342593,0.00420375479674
2015-11-18,150.847377593,0.000547080609623
2015-11-19,148.410242171,0.000575934293908
2015-11-20,142.281075103,0.000542315313552
2015-11-23,136.120024857,0.000585839925485
2015-11-24,153.199067295,0.00057885232062
2015-11-25,157.080517965,0.000548838785872
2015-11-27,134.48106691,0.000779150975996
2015-11-30,129.26941205,0.000524860600129
2015-12-01,153.297655849,0.000546614435185
2015-12-02,127.996930006,0.000516438464914
2015-12-03,141.351714554,0.000521860380941
2015-12-04,182.282446436,0.000515746704727
2015-12-07,130.249081034,0.000578092283353
2015-12-08,143.414731395,0.000589791428185
2015-12-09,156.616481921,0.000572320952408
2015-12-10,156.917869886,0.000570391868144
2015-12-11,149.409331499,0.000516792932819
2015-12-14,141.774352697,0.000572438931139
2015-12-15,167.897011086,0.00053052767956
2015-12-16,176.611055506,0.000551174496099
2015-12-17,133.12371341,0.000571177648379
2015-12-18,163.704245135,0.000524236451139
2015-12-21,175.54088173,0.000597027358384
2015-12-22,188.103198582,0.00367551380691
2015-12-23,176.353579581,0.000558985623674
2015-12-24,119.527026172,0.00103362108389
2015-12-28,185.756206112,0.000620204417342
2015-12-29,197.43012239,0.000670036490062
2015-12-30,177.337693183,0.000581999566481
2015-12-31,176.43210272,0.00055971160407
